evidence_id,batch_id,input_symbol,input_company_name,claim_type,claim_summary,source_title,source_type,source_date,source_url_or_reference,page_or_section,verbatim_excerpt_short,confidence
ACC-ANNUAL-REPORT,ind_nifty500,ACC,ACC Ltd.,annual_report,Latest annual report discovered for ACC: FY 2025-2026.,ACC annual report,annual_report,30-MAY-2026 18:07:30,https://nsearchives.nseindia.com/annual_reports/AR_29311_ACC_2025_2026_A_13715005_30052026180728.pdf,NSE annual report listing,,0.9
ACC-CURATED-BUSINESS,ind_nifty500,ACC,ACC Ltd.,business_model,"ACC Limited is an NSE-listed company classified by NSE as Commodities / Construction Materials / Cement & Cement Products / Cement & Cement Products. The profile maps the company into a capital_goods_or_project_supplier value-chain role using official NSE quote, financial-result and annual-report records; segment economics are left null where they were not cleanly available from the extracted source data.","ACC annual report, NSE quote classification and v2 curation",annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_29311_ACC_2025_2026_A_13715005_30052026180728.pdf,business review / management discussion / NSE secInfo,,0.68
ACC-CURATED-DEPENDENCIES,ind_nifty500,ACC,ACC Ltd.,dependency_mapping,"Upstream, downstream, cost-driver and peer mappings are hypotheses curated from NSE classification, annual-report source inventory and sector value-chain logic.",ACC official NSE filings and v2 dependency curation,annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_29311_ACC_2025_2026_A_13715005_30052026180728.pdf,source inventory / risk factors / value-chain mapping,,0.62
ACMESOLAR-NSE-CLASSIFICATION,ind_nifty500,ACMESOLAR,ACME Solar Holdings Ltd.,industry_classification,"NSE classifies ACMESOLAR as macro=Utilities, sector=Power, industry=Power, basicIndustry=Power Generation.",NSE quote API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=ACMESOLAR,secInfo,,0.9
ACMESOLAR-NSE-FINANCIALS,ind_nifty500,ACMESOLAR,ACME Solar Holdings Ltd.,financial_results,NSE returned 2 recent financial-result records for ACMESOLAR.,NSE financial results API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getFinancialResultData&symbol=ACMESOLAR&marketApiType=equities&noOfRecords=5,financial results,,0.9
ACMESOLAR-ANNUAL-REPORT,ind_nifty500,ACMESOLAR,ACME Solar Holdings Ltd.,annual_report,Latest annual report discovered for ACMESOLAR: FY 2024-2025.,ACMESOLAR annual report,annual_report,28-OCT-2025 19:51:25,https://nsearchives.nseindia.com/annual_reports/AR_29174_ACMESOLAR_2024_2025_U_18047587_28102025195122.pdf,NSE annual report listing,,0.9
ACMESOLAR-CURATED-BUSINESS,ind_nifty500,ACMESOLAR,ACME Solar Holdings Ltd.,business_model,"Acme Solar Holdings Limited is an NSE-listed company classified by NSE as Utilities / Power / Power / Power Generation. The profile maps the company into a regulated_energy_or_utility_provider value-chain role using official NSE quote, financial-result and annual-report records; segment economics are left null where they were not cleanly available from the extracted source data.","ACMESOLAR annual report, NSE quote classification and v2 curation",annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_29174_ACMESOLAR_2024_2025_U_18047587_28102025195122.pdf,business review / management discussion / NSE secInfo,,0.68
ACMESOLAR-CURATED-DEPENDENCIES,ind_nifty500,ACMESOLAR,ACME Solar Holdings Ltd.,dependency_mapping,"Upstream, downstream, cost-driver and peer mappings are hypotheses curated from NSE classification, annual-report source inventory and sector value-chain logic.",ACMESOLAR official NSE filings and v2 dependency curation,annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_29174_ACMESOLAR_2024_2025_U_18047587_28102025195122.pdf,source inventory / risk factors / value-chain mapping,,0.62
ADANIENSOL-NSE-CLASSIFICATION,ind_nifty500,ADANIENSOL,Adani Energy Solutions Ltd.,industry_classification,"NSE classifies ADANIENSOL as macro=Utilities, sector=Power, industry=Power, basicIndustry=Power Distribution.",NSE quote API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=ADANIENSOL,secInfo,,0.9
ADANIENSOL-NSE-FINANCIALS,ind_nifty500,ADANIENSOL,Adani Energy Solutions Ltd.,financial_results,NSE returned 5 recent financial-result records for ADANIENSOL.,NSE financial results API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getFinancialResultData&symbol=ADANIENSOL&marketApiType=equities&noOfRecords=5,financial results,,0.9
ADANIENSOL-ANNUAL-REPORT,ind_nifty500,ADANIENSOL,Adani Energy Solutions Ltd.,annual_report,Latest annual report discovered for ADANIENSOL: FY 2025-2026.,ADANIENSOL annual report,annual_report,31-MAY-2026 19:50:29,https://nsearchives.nseindia.com/annual_reports/AR_29314_ADANIENSOL_2025_2026_A_14197639_31052026195028.pdf,NSE annual report listing,,0.9
ADANIENSOL-CURATED-BUSINESS,ind_nifty500,ADANIENSOL,Adani Energy Solutions Ltd.,business_model,"Adani Energy Solutions Limited is an NSE-listed company classified by NSE as Utilities / Power / Power / Power Distribution. The profile maps the company into a regulated_energy_or_utility_provider value-chain role using official NSE quote, financial-result and annual-report records; segment economics are left null where they were not cleanly available from the extracted source data.","ADANIENSOL annual report, NSE quote classification and v2 curation",annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_29314_ADANIENSOL_2025_2026_A_14197639_31052026195028.pdf,business review / management discussion / NSE secInfo,,0.68
ADANIENSOL-CURATED-DEPENDENCIES,ind_nifty500,ADANIENSOL,Adani Energy Solutions Ltd.,dependency_mapping,"Upstream, downstream, cost-driver and peer mappings are hypotheses curated from NSE classification, annual-report source inventory and sector value-chain logic.",ADANIENSOL official NSE filings and v2 dependency curation,annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_29314_ADANIENSOL_2025_2026_A_14197639_31052026195028.pdf,source inventory / risk factors / value-chain mapping,,0.62
ADANIENT-NSE-CLASSIFICATION,ind_nifty500,ADANIENT,Adani Enterprises Ltd.,industry_classification,"NSE classifies ADANIENT as macro=Commodities, sector=Metals & Mining, industry=Metals & Minerals Trading, basicIndustry=Trading - Minerals.",NSE quote API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=ADANIENT,secInfo,,0.9
ADANIENT-NSE-FINANCIALS,ind_nifty500,ADANIENT,Adani Enterprises Ltd.,financial_results,NSE returned 5 recent financial-result records for ADANIENT.,NSE financial results API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getFinancialResultData&symbol=ADANIENT&marketApiType=equities&noOfRecords=5,financial results,,0.9
ADANIENT-ANNUAL-REPORT,ind_nifty500,ADANIENT,Adani Enterprises Ltd.,annual_report,Latest annual report discovered for ADANIENT: FY 2025-2026.,ADANIENT annual report,annual_report,29-MAY-2026 22:37:52,https://nsearchives.nseindia.com/annual_reports/AR_29299_ADANIENT_2025_2026_A_17942605_29052026223750.pdf,NSE annual report listing,,0.9
ADANIENT-CURATED-BUSINESS,ind_nifty500,ADANIENT,Adani Enterprises Ltd.,business_model,"Adani Enterprises Limited is an NSE-listed company classified by NSE as Commodities / Metals & Mining / Metals & Minerals Trading / Trading - Minerals. The profile maps the company into a upstream_or_midstream_commodity_producer value-chain role using official NSE quote, financial-result and annual-report records; segment economics are left null where they were not cleanly available from the extracted source data.","ADANIENT annual report, NSE quote classification and v2 curation",annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_29299_ADANIENT_2025_2026_A_17942605_29052026223750.pdf,business review / management discussion / NSE secInfo,,0.68
ADANIENT-CURATED-DEPENDENCIES,ind_nifty500,ADANIENT,Adani Enterprises Ltd.,dependency_mapping,"Upstream, downstream, cost-driver and peer mappings are hypotheses curated from NSE classification, annual-report source inventory and sector value-chain logic.",ADANIENT official NSE filings and v2 dependency curation,annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_29299_ADANIENT_2025_2026_A_17942605_29052026223750.pdf,source inventory / risk factors / value-chain mapping,,0.62
ADANIGREEN-NSE-CLASSIFICATION,ind_nifty500,ADANIGREEN,Adani Green Energy Ltd.,industry_classification,"NSE classifies ADANIGREEN as macro=Utilities, sector=Power, industry=Power, basicIndustry=Power Generation.",NSE quote API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=ADANIGREEN,secInfo,,0.9
ADANIGREEN-NSE-FINANCIALS,ind_nifty500,ADANIGREEN,Adani Green Energy Ltd.,financial_results,NSE returned 5 recent financial-result records for ADANIGREEN.,NSE financial results API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getFinancialResultData&symbol=ADANIGREEN&marketApiType=equities&noOfRecords=5,financial results,,0.9
ADANIGREEN-ANNUAL-REPORT,ind_nifty500,ADANIGREEN,Adani Green Energy Ltd.,annual_report,Latest annual report discovered for ADANIGREEN: FY 2025-2026.,ADANIGREEN annual report,annual_report,30-MAY-2026 11:13:37,https://nsearchives.nseindia.com/annual_reports/AR_29306_ADANIGREEN_2025_2026_A_15613080_30052026111335.pdf,NSE annual report listing,,0.9
ADANIGREEN-CURATED-BUSINESS,ind_nifty500,ADANIGREEN,Adani Green Energy Ltd.,business_model,"Adani Green Energy Limited is an NSE-listed company classified by NSE as Utilities / Power / Power / Power Generation. The profile maps the company into a regulated_energy_or_utility_provider value-chain role using official NSE quote, financial-result and annual-report records; segment economics are left null where they were not cleanly available from the extracted source data.","ADANIGREEN annual report, NSE quote classification and v2 curation",annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_29306_ADANIGREEN_2025_2026_A_15613080_30052026111335.pdf,business review / management discussion / NSE secInfo,,0.68
ADANIGREEN-CURATED-DEPENDENCIES,ind_nifty500,ADANIGREEN,Adani Green Energy Ltd.,dependency_mapping,"Upstream, downstream, cost-driver and peer mappings are hypotheses curated from NSE classification, annual-report source inventory and sector value-chain logic.",ADANIGREEN official NSE filings and v2 dependency curation,annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_29306_ADANIGREEN_2025_2026_A_15613080_30052026111335.pdf,source inventory / risk factors / value-chain mapping,,0.62
ADANIPORTS-NSE-CLASSIFICATION,ind_nifty500,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,industry_classification,"NSE classifies ADANIPORTS as macro=Services, sector=Services, industry=Transport Infrastructure, basicIndustry=Port & Port services.",NSE quote API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=ADANIPORTS,secInfo,,0.9
ADANIPORTS-NSE-FINANCIALS,ind_nifty500,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,financial_results,NSE returned 5 recent financial-result records for ADANIPORTS.,NSE financial results API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getFinancialResultData&symbol=ADANIPORTS&marketApiType=equities&noOfRecords=5,financial results,,0.9
ADANIPORTS-ANNUAL-REPORT,ind_nifty500,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,annual_report,Latest annual report discovered for ADANIPORTS: FY 2025-2026.,ADANIPORTS annual report,annual_report,29-MAY-2026 22:51:50,https://nsearchives.nseindia.com/annual_reports/AR_29300_ADANIPORTS_2025_2026_A_28945093_29052026225149.pdf,NSE annual report listing,,0.9
ADANIPORTS-CURATED-BUSINESS,ind_nifty500,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,business_model,"Adani Ports and Special Economic Zone Limited is an NSE-listed company classified by NSE as Services / Services / Transport Infrastructure / Port & Port services. The profile maps the company into a capital_goods_or_project_supplier value-chain role using official NSE quote, financial-result and annual-report records; segment economics are left null where they were not cleanly available from the extracted source data.","ADANIPORTS annual report, NSE quote classification and v2 curation",annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_29300_ADANIPORTS_2025_2026_A_28945093_29052026225149.pdf,business review / management discussion / NSE secInfo,,0.68
ADANIPORTS-CURATED-DEPENDENCIES,ind_nifty500,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,dependency_mapping,"Upstream, downstream, cost-driver and peer mappings are hypotheses curated from NSE classification, annual-report source inventory and sector value-chain logic.",ADANIPORTS official NSE filings and v2 dependency curation,annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_29300_ADANIPORTS_2025_2026_A_28945093_29052026225149.pdf,source inventory / risk factors / value-chain mapping,,0.62
ADANIPOWER-NSE-CLASSIFICATION,ind_nifty500,ADANIPOWER,Adani Power Ltd.,industry_classification,"NSE classifies ADANIPOWER as macro=Utilities, sector=Power, industry=Power, basicIndustry=Integrated Power Utilities.",NSE quote API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=ADANIPOWER,secInfo,,0.9
ADANIPOWER-NSE-FINANCIALS,ind_nifty500,ADANIPOWER,Adani Power Ltd.,financial_results,NSE returned 5 recent financial-result records for ADANIPOWER.,NSE financial results API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getFinancialResultData&symbol=ADANIPOWER&marketApiType=equities&noOfRecords=5,financial results,,0.9
ADANIPOWER-ANNUAL-REPORT,ind_nifty500,ADANIPOWER,Adani Power Ltd.,annual_report,Latest annual report discovered for ADANIPOWER: FY 2025-2026.,ADANIPOWER annual report,annual_report,29-MAY-2026 21:35:22,https://nsearchives.nseindia.com/annual_reports/AR_29298_ADANIPOWER_2025_2026_A_16975380_29052026213520.pdf,NSE annual report listing,,0.9
ADANIPOWER-CURATED-BUSINESS,ind_nifty500,ADANIPOWER,Adani Power Ltd.,business_model,"Adani Power Limited is an NSE-listed company classified by NSE as Utilities / Power / Power / Integrated Power Utilities. The profile maps the company into a regulated_energy_or_utility_provider value-chain role using official NSE quote, financial-result and annual-report records; segment economics are left null where they were not cleanly available from the extracted source data.","ADANIPOWER annual report, NSE quote classification and v2 curation",annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_29298_ADANIPOWER_2025_2026_A_16975380_29052026213520.pdf,business review / management discussion / NSE secInfo,,0.68
ADANIPOWER-CURATED-DEPENDENCIES,ind_nifty500,ADANIPOWER,Adani Power Ltd.,dependency_mapping,"Upstream, downstream, cost-driver and peer mappings are hypotheses curated from NSE classification, annual-report source inventory and sector value-chain logic.",ADANIPOWER official NSE filings and v2 dependency curation,annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_29298_ADANIPOWER_2025_2026_A_16975380_29052026213520.pdf,source inventory / risk factors / value-chain mapping,,0.62
